State,Institution,Name,MNI,AFO,CA,CUI,Geographic Area,County
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,Grant
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,Jefferson
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,Kenosha
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,1,N/A,1,Wisconsin,Kenosha
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,2,N/A,1,Wisconsin,Kenosha
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,Kenosha
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,5,2,N/A,1,Wisconsin,Marathon
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,2,0,N/A,1,Wisconsin,Milwaukee
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,1,N/A,1,Wisconsin,Ozaukee
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Milwaukee, Dept. of Anthropology",UniMil,1,0,N/A,1,,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,4,0,N/A,1,Wisconsin,Calumet
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,GreenLake
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Waupaca
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,14,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,3,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,2,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,2,N/A,1,Wisconsin,Winnebago
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,5,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,3,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,1,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,1,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,3,0,N/A,1,Wisconsin,
WI,"Univ. of Wisconsin, Oshkosh",UWOshkosh,6,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dodge
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,22,1,N/A,1,Wisconsin,Door
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,2,6,N/A,1,Wisconsin,LaCrosse
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,LaCrosse
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,Oneida
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,Shawano
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,2,25,N/A,1,Wisconsin,Shawano
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,10,0,N/A,1,Wisconsin,Sheboygan
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Historic Preservation Division",WiHiSoc,1,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,5,0,N/A,1,Arizona,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Arizona,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,8,0,N/A,1,Florida,Brevard
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Florida,Brevard
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Illinois,Jersey
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Iowa,Allamakee
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Iowa,Chickasaw
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,4,0,N/A,1,Iowa,Floyd
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Iowa,Floyd
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Iowa,Floyd
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Missouri,St. Louis (County)
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,New Mexico,Grant
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,3,0,N/A,1,New Mexico,Grant
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,New Mexico,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Tennessee,Davidson
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Utah,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Washington,Clark
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Washington,Clark
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,17,5,N/A,1,Wisconsin,Barron
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,17,29,N/A,1,Wisconsin,Barron
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Brown
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,12,N/A,1,Wisconsin,Burnett
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,2,N/A,1,Wisconsin,Burnett
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Burnett
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,5,2,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,4,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,4,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,3,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,6,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,6,0,N/A,1,Wisconsin,Dane
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Door
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Grant
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,3,1,N/A,1,Wisconsin,Grant
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,8,0,N/A,1,Wisconsin,Grant
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Jefferson
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,3,0,N/A,1,Wisconsin,Jefferson
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Jefferson
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,3,0,N/A,1,Wisconsin,Jefferson
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,LaCrosse
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Marquette
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,7,0,N/A,1,Wisconsin,Oconto
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Vilas
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Walworth
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Waukesha
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Waukesha
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Waupaca
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,2,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,5,11,N/A,1,Wisconsin,Winnebago
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,Wisconsin,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,11,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,2,0,N/A,1,,
WI,"Wisconsin Historical Society, Museum Division",WiHiSoc,1,0,N/A,1,,
